Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","484","Mexico","5510","Production","0117","Oats","2020","2020","t","69016.31","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0117","Oats","2021","2021","kg/ha","2052.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0117","Oats","2021","2021","t","101069.42","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0117","Oats","2022","2022","kg/ha","2139.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0117","Oats","2022","2022","t","106439.77","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0117","Oats","2023","2023","kg/ha","2426.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0117","Oats","2023","2023","t","61785.28","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01491.01","Oil palm fruit","2020","2020","kg/ha","13670.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01491.01","Oil palm fruit","2020","2020","t","1571230.97","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01491.01","Oil palm fruit","2021","2021","kg/ha","13889.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01491.01","Oil palm fruit","2021","2021","t","1600558.76","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01491.01","Oil palm fruit","2022","2022","kg/ha","17519.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01491.01","Oil palm fruit","2022","2022","t","1719177.75","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01491.01","Oil palm fruit","2023","2023","kg/ha","13703","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01491.01","Oil palm fruit","2023","2023","t","1392671.63","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01239.01","Okra","2020","2020","kg/ha","9430.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01239.01","Okra","2020","2020","t","40223.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01239.01","Okra","2021","2021","kg/ha","9553.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01239.01","Okra","2021","2021","t","38757.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01239.01","Okra","2022","2022","kg/ha","8797.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01239.01","Okra","2022","2022","t","38011.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01239.01","Okra","2023","2023","kg/ha","10520.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01239.01","Okra","2023","2023","t","20595.97","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01450","Olives","2020","2020","kg/ha","3242.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01450","Olives","2020","2020","t","26762.37","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01450","Olives","2021","2021","kg/ha","3419.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01450","Olives","2021","2021","t","32322.74","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01450","Olives","2022","2022","kg/ha","5025.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01450","Olives","2022","2022","t","21519.73","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01450","Olives","2023","2023","kg/ha","4505.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01450","Olives","2023","2023","t","23653.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","30841.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","1499740.73","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","30208","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","1451249.99","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","30741","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","1528450.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","32320.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","1801137.36","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.01","Onions and shallots, green","2020","2020","kg/ha","11588.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","98827.16","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.01","Onions and shallots, green","2021","2021","kg/ha","11585","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.01","Onions and shallots, green","2021","2021","t","98643.15","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.01","Onions and shallots, green","2022","2022","kg/ha","11583","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","98417.19","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01253.01","Onions and shallots, green","2023","2023","kg/ha","11585.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01253.01","Onions and shallots, green","2023","2023","t","98629.17","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01323","Oranges","2020","2020","kg/ha","14183.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01323","Oranges","2020","2020","t","4648619.97","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01323","Oranges","2021","2021","kg/ha","13864.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01323","Oranges","2021","2021","t","4595128.53","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01323","Oranges","2022","2022","kg/ha","14410.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01323","Oranges","2022","2022","t","4854373.26","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01323","Oranges","2023","2023","kg/ha","14498.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01323","Oranges","2023","2023","t","4942658.65","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01241.90","Other beans, green","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01241.90","Other beans, green","2021","2021","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01241.90","Other beans, green","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01241.90","Other beans, green","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","kg/ha","22600.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","t","215923.73","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","kg/ha","23005.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","t","211357.51","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","kg/ha","23042","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","222608.25","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","21875.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","t","238122.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","4277.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","297988.89","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","4268.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","310218.52","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","4288.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","304458.02","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","4278.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","304221.81","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","6743.8","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","523563.53","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","6717.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.90","Other fruits, n.e.c.","2021","2021","t","525071.18","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","6661.5","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","521759.02","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","6707.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.90","Other fruits, n.e.c.","2023","2023","t","523464.57","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","kg/ha","1932.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","t","124484.17","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","kg/ha","1924.5","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","t","124753.09","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","kg/ha","1906.3","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","124096.46","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","kg/ha","1903.9","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","t","124444.57","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01709.90","Other pulses n.e.c.","2020","2020","kg/ha","737.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","590.81","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01709.90","Other pulses n.e.c.","2021","2021","kg/ha","727.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01709.90","Other pulses n.e.c.","2021","2021","t","592.82","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01709.90","Other pulses n.e.c.","2022","2022","kg/ha","748.5","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","583.43","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","737.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01709.90","Other pulses n.e.c.","2023","2023","t","589.02","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","kg/ha","6991.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","kg/ha","7031.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","t","10000","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","kg/ha","7045.6","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","11000","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","kg/ha","7059.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","t","9995.57","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","kg/ha","9826","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","478694.22","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01319","Other tropical fruits, n.e.c.","2021","2021","kg/ha","9827.2","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01319","Other tropical fruits, n.e.c.","2021","2021","t","481682.76","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01319","Other tropical fruits, n.e.c.","2022","2022","kg/ha","9827.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","482825.13","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","9826.9","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01319","Other tropical fruits, n.e.c.","2023","2023","t","481067.37","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","kg/ha","8524.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","810864.41","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2021","2021","kg/ha","8510.4","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2021","2021","t","813998.94","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","8532.7","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","818166.44","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","8555.1","E","Estimated value",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2023","2023","t","822333.95","I","Imputed value",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01317","Papayas","2020","2020","kg/ha","58865.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01317","Papayas","2020","2020","t","1117437.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01317","Papayas","2021","2021","kg/ha","58165.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01317","Papayas","2021","2021","t","1134753.09","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01317","Papayas","2022","2022","kg/ha","58826.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01317","Papayas","2022","2022","t","1196300.74","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01317","Papayas","2023","2023","kg/ha","56482.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01317","Papayas","2023","2023","t","1148545.61","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01345","Peaches and nectarines","2020","2020","kg/ha","6628.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01345","Peaches and nectarines","2020","2020","t","172950.32","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01345","Peaches and nectarines","2021","2021","kg/ha","6910.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01345","Peaches and nectarines","2021","2021","t","217266","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01345","Peaches and nectarines","2022","2022","kg/ha","7258.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01345","Peaches and nectarines","2022","2022","t","239133.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01345","Peaches and nectarines","2023","2023","kg/ha","7992.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01345","Peaches and nectarines","2023","2023","t","257773.88","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01342.01","Pears","2020","2020","kg/ha","7096.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01342.01","Pears","2020","2020","t","25903.35","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01342.01","Pears","2021","2021","kg/ha","7159.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01342.01","Pears","2021","2021","t","25843.23","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01342.01","Pears","2022","2022","kg/ha","7409.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01342.01","Pears","2022","2022","t","26374.48","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01342.01","Pears","2023","2023","kg/ha","7481.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01342.01","Pears","2023","2023","t","26919.14","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01705","Peas, dry","2020","2020","kg/ha","1347.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01705","Peas, dry","2020","2020","t","2200.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01705","Peas, dry","2021","2021","kg/ha","1333.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01705","Peas, dry","2021","2021","t","2025.47","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01705","Peas, dry","2022","2022","kg/ha","1282.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01705","Peas, dry","2022","2022","t","1565.68","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01705","Peas, dry","2023","2023","kg/ha","1278.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01705","Peas, dry","2023","2023","t","1571.07","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01242","Peas, green","2020","2020","kg/ha","5308.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01242","Peas, green","2020","2020","t","70059.36","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01242","Peas, green","2021","2021","kg/ha","5346.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01242","Peas, green","2021","2021","t","69510.88","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01242","Peas, green","2022","2022","kg/ha","5474.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01242","Peas, green","2022","2022","t","56962.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01242","Peas, green","2023","2023","kg/ha","5840.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01242","Peas, green","2023","2023","t","58692.05","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01651","Pepper (Piper spp.), raw","2020","2020","kg/ha","2674.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01651","Pepper (Piper spp.), raw","2020","2020","t","10399.48","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01651","Pepper (Piper spp.), raw","2021","2021","kg/ha","2746.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01651","Pepper (Piper spp.), raw","2021","2021","t","9841.23","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01651","Pepper (Piper spp.), raw","2022","2022","kg/ha","3017.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01651","Pepper (Piper spp.), raw","2022","2022","t","10265.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01651","Pepper (Piper spp.), raw","2023","2023","kg/ha","2908.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01651","Pepper (Piper spp.), raw","2023","2023","t","9800.01","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01930.01","Peppermint, spearmint","2020","2020","kg/ha","10281.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01930.01","Peppermint, spearmint","2020","2020","t","1010.04","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01930.01","Peppermint, spearmint","2021","2021","kg/ha","10229.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01930.01","Peppermint, spearmint","2021","2021","t","1004","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01930.01","Peppermint, spearmint","2022","2022","kg/ha","13267.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01930.01","Peppermint, spearmint","2022","2022","t","744.32","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01930.01","Peppermint, spearmint","2023","2023","kg/ha","13010.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01930.01","Peppermint, spearmint","2023","2023","t","773.45","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.01","Persimmons","2020","2020","kg/ha","13244.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.01","Persimmons","2020","2020","t","197.87","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.01","Persimmons","2021","2021","kg/ha","13701.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.01","Persimmons","2021","2021","t","237.17","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.01","Persimmons","2022","2022","kg/ha","12622.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.01","Persimmons","2022","2022","t","201.96","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01359.01","Persimmons","2023","2023","kg/ha","14780","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01359.01","Persimmons","2023","2023","t","59.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01318","Pineapples","2020","2020","kg/ha","47437.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01318","Pineapples","2020","2020","t","1208247.35","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01318","Pineapples","2021","2021","kg/ha","49820.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01318","Pineapples","2021","2021","t","1271520.75","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01318","Pineapples","2022","2022","kg/ha","48829.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01318","Pineapples","2022","2022","t","1251094.44","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01318","Pineapples","2023","2023","kg/ha","49020.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01318","Pineapples","2023","2023","t","1272559.15","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01375","Pistachios, in shell","2020","2020","kg/ha","397.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01375","Pistachios, in shell","2020","2020","t","104.41","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01375","Pistachios, in shell","2021","2021","kg/ha","427.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01375","Pistachios, in shell","2021","2021","t","99.87","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01375","Pistachios, in shell","2022","2022","kg/ha","578","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01375","Pistachios, in shell","2022","2022","t","66.76","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01375","Pistachios, in shell","2023","2023","kg/ha","417.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01375","Pistachios, in shell","2023","2023","t","48.24","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01346","Plums and sloes","2020","2020","kg/ha","5594.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01346","Plums and sloes","2020","2020","t","90437.64","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01346","Plums and sloes","2021","2021","kg/ha","5607.3","A","Official figure",""
